blockchain,contract_address,symbol,name,decimals
sei,0x64700f92f5047ff7ae3d7ce16317d152dcc2c371,BLACKSEI,BLACK,18
sei,0x2b7a363f8f1823a5bf6a9b37505c573f703ff315,NEWMEME,MEME IS GUD,18
sei,0xfd1bdd19444158996b00d0d7dcdcf622d6bbe643,RAT,CUTIEE,18
sei,0x8fcfe8d489e578826f9ba4ea96e14125e5455434,SPEPE,Sei 0xPepe,18
sei,0x3a8fde2be58c338c58c8b6fbffbe6483afbfe28f,SUITE,PRESIDENTIAL,18
sei,0x2fd576789a57b1689f7da61c88fee87c62962dac,SMURF,Smurf Moon,18
sei,0xcb300738d2a09a3783b65bd79ebfcc9b79695c68,SSEI,SSei,18
sei,0xf63980e3818607c0797e994cfd34c1c592968469,SUPERSEIZ,Burger,18
sei,0x7352b44d62b7f72b1ad32a7c1c974ea1e746576a,CARTOON,CARTOON,18
sei,0xe0ac5efa3390ee04f8b67669562a567bddbce6bf,TRUMPE,WE WON,18
sei,0xc7743f63174ebc5c56c6a3d3ef7a30787977663f,FUCKRUGGERS,Fuck Ruggers,18
sei,0x3a44db7c1565f3ac91326073dce43c22c3995b5c,$BRETT,BRETT,18
sei,0xe46723cacd9caae4483e7b95d60bd2f0117710f4,SIGMACAT,EL GATO,18
sei,0x00bc9af972b5fb3b7fa04827bd3c17d4599bad8b,WAIT,WAIT,6
sei,0xfa8debda61d1d169a384d75543340ee02762d2b5,USDT,USDT,18
sei,0x10adbef931529d970a5eebae8b692a0e00790c7a,FtPepe,Drift Pepe,18
sei,0x146ba6fcb212f95e99f6da4cbbb04f8d699e7616,WOOF,Doggy style,18
sei,0xfe93b2ddf16022e11298a227a827de432a03f577,WTF,wtf,18
sei,0x705bafa91270e3fcf6fe116d6c74a62445871b8b,HAMSTER,hamster,18
sei,0xea3910f1c6e687b59835885904a2fd1944b51ec6,TRUMP,OFFICIAL TRUMP,18
sei,0xe664b088a77ecbaa39af07709656b8f0b5d1048d,WIF,popowifhat,18
sei,0x9f666a61ac17488c84403290d6546a341b6bdfdf,dsJIN,DS JIN,18
sei,0x03f3e2376d424192c6ae5c9b123d0b266045dd39,MEMEGRAVE,Meme.grave,18
sei,0x0e949e205cc1a71a085e1321d1cc0f241c869912,WEIFUHATE,Weifuhate,18
sei,0x3a0a7a3ca25c17d15e8d51332fb25bfea274d107,SPEX,Seipex Credits,6
sei,0x630ef05c3444154b934ff89008841b7598ffa16c,ZKO,Zenko,18
sei,0x10eb0c715e7c5e0fa85c8c208fb8ff80122950af,CAMEL,Camel,18
sei,0xc43cd8e376430c31a4a7f374a2c82ab5a2500828,ГЕНА,GENA IS BACK,18
sei,0xf30d04454a28da190c9cd30f7af6e71b3795db59,WEDUMP,WEDUMP,18
sei,0x432463e0d195c1a6e20fd780ae4ed6d33e694c7f,DT,Drift Zone,18
sei,0x647c36dfbd1248b462d034a9c63fbec1eb9b1b00,LOCK,LOCKED IN,18
sei,0xae90f7227b01c9be9fd290ccbb868dd48062ce74,SHIT,CAGASBURRA,18
sei,0x85e6be98cbf2657388d04e9a34606387e4272b31,NOICE,nice tits,18
sei,0x03c33dbe2cacfce3497b7d85a7d5329fe5ecc5e4,$JORBI,JACKED ORBITER,18
sei,0x00e80ac9b9d7686711d16a16a39cc2903e8817c9,COOK,Captain Cook,18
sei,0x93504d301b894335a1d1b5ea0f570fb89ad642ca,100 m mcap,DONTBUY,18
sei,0xf1db2416fd551f4b65c978d85efe02c0f14fb5ed,SEIMPLE,SEIMPLE,18
sei,0x79fe9cd2e2f5d64dc469a8253b2b147950c04691,DIOCANE,boob,18
sei,0x6bdacc2db1161dc6757447f75866dcd97f40941b,DEFI,definitely,18
sei,0x87b1ea3fc396250d18867947d54b830f008ef923,aSei,Stable Sei,18
sei,0xfcb9f0d664bba2f219f7730b09a4ea9b312e6601,NUT,Sei Cum,18
sei,0x3f881dcf03b6360c4b01433cea0df487079a6c63,RP,IDRP,18
sei,0xcfc9a41233b82a81ee7d176b7550f971e7b6761a,MOGONSEI,MOGGED,18
sei,0xf3d3936eca761b35d736d3b0cef4cccc0f18b0d4,TROIA,sbocchinami,18
sei,0xff12470a969dd362eb6595ffb44c82c959fe9acc,USDa,USDa,18
sei,0x51a924b75503e9e89bb80494c6234a85293c90b4,DRIPSEI,Dripping SEI,18
sei,0x8478358031eb3958e6ed477c01d438ff86b07a25,YAKA,Yaka,18
sei,0x65856bb190955c72d4fd9b1b5700b29067018492,MOOZ,MOOZ,18
sei,0xd0d622de44a521404dc50e4abef08de82269dcbf,SFN,SEIFUN,18
sei,0x77656a2b3bb9c77477402abde6809fa7455774fd,SOAKO,SOAKOINU,9
sei,0x00ce9246d77d6be1b1d850ce4df991bd4269fbf2,BILLY,BILLY,18
sei,0x088a1f1ac50ebfc1b6fbc2dfc40e738d46926e10,SEIGO,SeiGo,18
sei,0x90836c2b2362d05d5b31ababa26b4851ff250d80,SEIGOD,Sei is God,18
sei,0x5e785dcfcd04fcb78dce2f9807d043d40fc75fac,ZUM,ZOOMER,18
sei,0x9134d733aac991b96e899af657c717276a627e32,$FROY,FUCK ROY LOPEZ,18
sei,0xde6bd4bf217a3d783a86bf425e5120e42eed4a6f,d,d,18
sei,0xe285dc32befb074d776865d2233cf905cbd32459,BEAR,BEAR,18
sei,0x2c1c5a4eb246ae98c5ec027ae8e4fb91e4cf751d,SEISZN,Sei Szn,18
sei,0x43b7befa3da44009e67a12b30fe46f832aa23781,XXX,XXX,18
sei,0xdae81279737256084fc9f52c5c1db3e0283fec3a,BABYPOPO,BabyPopo,18
sei,0x9eb512d7c4080b9088c8e13287607a05a4138f32,Sefa,Sei Akifa,18
sei,0x2f2176f18543a8a868856a91ccc677a38d8a0786,CABAL,CABAL,18
sei,0xf311d7712d38d0cf433776faaefd407dab329f72,ZURA,zura,18
sei,0x88d38dd0bc007ddb41c695ca4ffa20c722a7105a,SEUI,Seui,18
sei,0x50a930205e1ccef292412c384e56adbba70a656c,g,g,18
sei,0x44788cc53e80dbc16c19dc6da221fedcfa62c112,$MAYA,Jungle,18
sei,0x38dc1a10caba86a0deef135b6293497801fd012f,MAD,MAD,18
sei,0x0abbf04c7069f572affc3a9a1dbbae308ec7649f,BELLA,CIAO,18
sei,0x95597eb8d227a7c4b4f5e807a815c5178ee6dbe1,MILLI,MILLI,6
sei,0xcfe6f94f1caed7ba25717c2d85bd53bb1882f4cb,SEIWUKONG,SeiWukong,18
sei,0x78e26e8b953c7c78a58d69d8b9a91745c2bbb258,uBTC,uBTC,18
sei,0x47459b77f758868981d829c5e91f7f1a6892b59a,TT3,TestToken3,18
sei,0x1d306fc69e647c2f15e73ef75bf38cfeef592b63,STARS,STARS!!,18
sei,0xc48fe5cf65a0ed8d47fa5737ced718a85ced77e8,TI,TESTINU,18
sei,0x541fd749419ca806a8bc7da8ac23d346f2df8b77,SolvBTC,Solv BTC,18
sei,0x3ea30c06f4ba6f696d3ba4b660c39da96ed8f686,SBC,Seibacca,18
sei,0xdf3d7dd2848f491645974215474c566e79f2e538,S8N,SEITAN,18
sei,0xfc99af95cd9512b6acb5598d8d4da006759fc918,fastUSD,Fast USD,18
sei,0x6f271ae09d51dc0f23b84d024d7f228e5dabdf76,DT,Donald,18
sei,0xf1b45b9860484bb2960cdbf9fc61a9cc74dc553a,STAR,star,18
sei,0x8fb55f24ed6d24d9d38dfad45e688b197668f36b,123REACT,REACTREACTREACTREACTREACT,18
sei,0xa2d8f19b750d84f7e1f279465c8e938a1990ac1e,WIFSEI,dog wif sei,18
sei,0x6daf8f1df485c5feb5f32ef8489f58dd5e9d186b,MEMES,Meme-os,18
sei,0x01f2091482ecb96ed0afdb42893b0cfeffded3fb,SAGON,SAGON,18
sei,0x7a6e53ea8a9b81ecdb623cdc546026fac5de0133,ASTRO,Astro on Sei,18
sei,0xfeaebe7504d05ccd14149ff03f42785ec5a98b09,FLIX,SENSEI FLIX,9
sei,0x21764bde6fa0484b2ec13e78cc9e65ad3278aec3,GAY,IF YOU SELL YOU GAY,18
sei,0x8a6e949e83e0b1262ae64cbfb7680d1c53243ddf,OMNOM,Doge Eat Doge,18
sei,0x6320a5d3265d7c139f7dec2b9765ff4e5a5d5a70,CAMED,DONT BUY THIS,6
sei,0xd440676e8804f9e20a59006e55b3e5ea527723c5,SEITARD,The Seitard,18
sei,0x1981bf28647897e502f350329c4e37b3c1909032,MILLI,Milli,18
sei,0xecf7f1efc9620a911339619c91c9fa0f71e0600e,SEIYUN,SEIYUN COIN,18
sei,0xbbf1c5ee6be32bcdbb5ae77644311122a3fafd66,JACKED,it&#39;s back,18
sei,0xffdb4a62cbe2cce996cc452715481e359ca2d4bc,GREENSEI,GREENSEI,18
sei,0x1bc2943424bb6bb98166e02f86998308b105e285,dsDSWAP,DS Dragonswap,18
sei,0x0b1dd525cae533b1432366bbea9f72d6b84015a4,$BOOBZ,BOOBZ,18
sei,0xc919026fe534830fdee129656c5c1d0ac091ac11,DOCTR,The only coin this race,18
sei,0x10b2810f39f65ea1043b2b5b9140ccf3d79960ec,SS,super seiyan,18
sei,0x32b0a3de9eff8bb67644c01f874ff41c72de14ee,SEIJIN,Seijin,18
sei,0x2383ba4975712124cba3455b15a930274d680e20,SEITARD,SEITARD,18
sei,0x08c45398db3ba83869c4ce8c15e777b5ebd075fe,SYN,Synnax USD,18
sei,0xa8f5967952a54b3632f49c9bb8da88651856ab0d,PIKACHU,Pikachu,18
sei,0x64698e567fcdda703ff773f9658a7286a7a0c1ee,SEIMEX,Seimex,18
sei,0x0647bc2dcc7ad55dd9718c918631b019d883199a,SAY,Saylor,18
sei,0x2a5c27d551c9256be40f8cf0d7c3776d8782d6bf,STX,Stx,18
sei,0x415313511a45ea8bf1bcbee3e07910ea2ea2ade3,Hew,Hew,18
sei,0xc66a9b784c0fe8c2ef7ddabfaccc6c37b15e73aa,SEIRO,Seiro,18
sei,0xf4cb491d03943604aba21ec233794800b9f36249,WIGS,WIGS,18
sei,0xb265032d8049984f6a3d8782aa6770356eaf6c22,JENNER,JENNER,18
sei,0x9542058c66d0f3c57930112aea2f784e5d9c25c2,REKT,LOOOSER,18
sei,0xbd82f3bfe1df0c84faec88a22ebc34c9a86595dc,CHIPS,CHIP$ on SEI,6
sei,0x234b5fa7d226e133c8b0de5677dfccac1b7a1f05,GRIP,Grippy,18
sei,0xe81690fd51ecd2e734dc6cac043c405bbf00f7dc,JAYUMP,JaYump,18
sei,0xc4547095ca1b0b26a61a80ce1fc1e9fb828a7c3a,FLSEI,FlokiSei,18
sei,0x490736a46aaba689db5265510b5c53af4c23ded4,HAPE,Happy Ape,6
sei,0xf5020dc8ec5e0ef8869ecc3044933356650b61cf,JAYJEO,Jay jeo,18
sei,0xa14a5467a33560ed4e05aa3768eccfd81cfedcc3,BEARISH,BEARISH,18
sei,0x70bf278157063da5fc7637535324daf75233e480,fUSD,SSC,18
sei,0x4d111278eeff5bb8a7fd19e460bf3183af421c55,SEITH,SEITHEREUM,18
sei,0xce1aba319ba7bf3f89afadec6970cdbb6f9ab685,ZORRO,ZORRO,18
sei,0x30b0a83b039d1932325967bff16e72443fdd3efb,LMAO,LMAO COIN,18
sei,0xcc3c5951f0bec5f9a9e8f32371c27d5f6d39c65e,SEIPAI,Seipai,18
sei,0xead23c1aaf428768ac08e064564cd45a1c3ccb0c,DOODLE,Doodle,18
sei,0x872eff78fbac23561bdc0de0b7a157065df5c8e5,TREY,Trey,18
sei,0x1b2caf41846198aaa7115f637279fb4af1035d55,BAIT,7BAIT,18
sei,0x82fc8331e3a793ff08f981ea731602f5274f885e,YRRR,YouR RetiRement,18
sei,0x9d869c5338f69ebb5a6a59fbb42da9d2e5818a71,VERSACE,JHONNY,18
sei,0xaf5f8901eb46469ba22606ab2c26f5772ec26eef,SAITAMA,OFFICIAL SAITAMA,18
sei,0x86fff10d3cd57d0b1e2abb1c21a081c4649c9718,SEIMOON,Sei Moon,18
sei,0x73d0efef7c3c9c01c9a6d90391bb2f43f614ca8f,TICE,nits tice,18
sei,0x9d9b12c69555669966d36596c56061b6cc0a937d,xSEIYAN,xSEIYAN,18
sei,0x31b860a60d848d47d2cb41852550f6ba01b7da65,F0F,F0FTest,6
sei,0x267dbc8f2a0786b225624e0e552d775e3136b3bb,REDMOON,Red Moon,18
sei,0xc85ff1d0ebba49b4f61153d8b4461015514a9f7a,WIN,WINNER,18
sei,0x51121bcae92e302f19d06c193c95e1f7b81a444b,YAKA,YAKA,18
sei,0x36d23ba4a368e172595f64fdf8f7118214d843fb,SUMMER,Sei Summer,18
sei,0x80ad3818553a56cfb55f8649bfe37ced2826e6f5,SEILA,Seila,18
sei,0x47b676e7ebce3b1961658334d4e09e23c87e787e,ROCKET,V2Rocket,18
sei,0x8b968b3e6eb35787335d889d5703b8ed71137ab1,CATC,Catcatcatc,18
sei,0x53cf8d940a0ab48a510d5db329116ce691ae233c,SPECTRE,Spectre AI,6
sei,0xd049e189acc1873bca8c0a314d6b26835684fb89,RED,Red,6
sei,0x19918f7b284a84ae04c7b6f9d28047127a80513b,SEIKIRO,SEIKIRO,18
sei,0x4d191363518133aab946fa7d4c9d5f7121799262,ISIS,windowisis,18
sei,0xc68210acd89b2178b14a1a2970fd02c55de2bf0a,BUN,BUNZEMPIC,18
sei,0x107fd750081dd23dbae98606266cbb7b0d9589ef,VJR7,vinicius jr 7,18
sei,0xad6814b43f5fade4065def424ef2da61ab7ba0f0,IKET,IKEA KET IN BAG,18
sei,0xffd6ce565d3fde5363cfb84f73f6ebae9c7db638,PAYWALL,PAYWALL,18
sei,0x721df15cbb799bd8d392984b24e298b520a03e01,TICKER,TICKER,18
